model,formula,participant_n,trial_n,singular,convergence_message,captured_warnings
primary_accuracy_mixed_model,correct ~ trial_stratum + target_emotion + trial_position_z +      task_position + (1 | participant_id) + (1 | stimulus_id),1047,77238,FALSE,,
