model,formula,participant_n,trial_n,singular,convergence_message,captured_warnings
white_status_moderation_accuracy_model,correct ~ trial_stratum * participant_white_status + target_emotion +      trial_position_z + task_position + (1 | participant_id) +      (1 | stimulus_id),999,74064,FALSE,,
