sample,variable,summary_type,level_or_statistic,value,denominator,percent
Clinical: isi_score,hamd6_score,numeric,mean,9.8269720101781175,1019,
Clinical: isi_score,hamd6_score,numeric,sd,3.5175341028952225,1019,
Clinical: isi_score,hamd6_score,numeric,median,9,1019,
Clinical: isi_score,hamd6_score,numeric,q25,8,1019,
Clinical: isi_score,hamd6_score,numeric,q75,12,1019,
Clinical: isi_score,hamd6_score,numeric,min,1,1019,
Clinical: isi_score,hamd6_score,numeric,max,21,1019,
Clinical: isi_score,gender_original,categorical,Man,461,1019,45.24043179587831
Clinical: isi_score,gender_original,categorical,Missing,22,1019,2.1589793915603535
Clinical: isi_score,gender_original,categorical,Non-binary,27,1019,2.649656526005888
Clinical: isi_score,gender_original,categorical,Other,2,1019,0.19627085377821393
Clinical: isi_score,gender_original,categorical,Rather not say,1,1019,0.09813542688910697
Clinical: isi_score,gender_original,categorical,Woman,506,1019,49.656526005888125
Clinical: isi_score,participant_ethnicity_group,categorical,Asian,61,1019,5.986261040235525
Clinical: isi_score,participant_ethnicity_group,categorical,Black,119,1019,11.678115799803729
Clinical: isi_score,participant_ethnicity_group,categorical,Latino,38,1019,3.729146221786065
Clinical: isi_score,participant_ethnicity_group,categorical,Missing,23,1019,2.2571148184494603
Clinical: isi_score,participant_ethnicity_group,categorical,Mixed/multiple,47,1019,4.612365063788027
Clinical: isi_score,participant_ethnicity_group,categorical,Multiple categories selected,47,1019,4.612365063788027
Clinical: isi_score,participant_ethnicity_group,categorical,Other,7,1019,0.6869479882237487
Clinical: isi_score,participant_ethnicity_group,categorical,Prefer not to answer,8,1019,0.7850834151128557
Clinical: isi_score,participant_ethnicity_group,categorical,White,669,1019,65.65260058881256
Clinical: isi_score,education,categorical,Attended college but has not graduated,225,1019,22.080471050049066
Clinical: isi_score,education,categorical,Attended graduate school,52,1019,5.103042198233562
Clinical: isi_score,education,categorical,Completed master's or doctoral degree,169,1019,16.584887144259078
Clinical: isi_score,education,categorical,Graduated college,371,1019,36.40824337585868
Clinical: isi_score,education,categorical,Graduated high school or completed GED,162,1019,15.89793915603533
Clinical: isi_score,education,categorical,Has not completed high school,17,1019,1.6683022571148183
Clinical: isi_score,education,categorical,Missing,23,1019,2.2571148184494603
Clinical: isi_score,employment,categorical,Disabled,64,1019,6.280667320902846
Clinical: isi_score,employment,categorical,Full Time,472,1019,46.31992149165849
Clinical: isi_score,employment,categorical,Homemaker,52,1019,5.103042198233562
Clinical: isi_score,employment,categorical,Missing,23,1019,2.2571148184494603
Clinical: isi_score,employment,categorical,Part Time,183,1019,17.958783120706574
Clinical: isi_score,employment,categorical,Retired (other than disability),50,1019,4.906771344455349
Clinical: isi_score,employment,categorical,Seeking work,56,1019,5.49558390578999
Clinical: isi_score,employment,categorical,Studying,54,1019,5.299313052011776
Clinical: isi_score,employment,categorical,Unemployed,65,1019,6.378802747791953
Clinical: isi_score,prior_mh_status,categorical,Missing,24,1019,2.355250245338567
Clinical: isi_score,prior_mh_status,categorical,No prior condition reported,159,1019,15.603532875368009
Clinical: isi_score,prior_mh_status,categorical,Prior condition reported,836,1019,82.04121687929342
Clinical: isi_score,task_position,categorical,Position 1,352,1019,34.543670264965655
Clinical: isi_score,task_position,categorical,Position 2,340,1019,33.36604514229637
Clinical: isi_score,task_position,categorical,Position 3,298,1019,29.244357212953876
Clinical: isi_score,task_position,categorical,Position 4,29,1019,2.845927379784102
Clinical: ocir_score,age,numeric,n,996,1018,
Clinical: ocir_score,age,numeric,missing,22,1018,
Clinical: ocir_score,age,numeric,mean,41.21686746987952,1018,
Clinical: ocir_score,age,numeric,sd,13.673477118460077,1018,
Clinical: ocir_score,age,numeric,median,40,1018,
Clinical: ocir_score,age,numeric,q25,30,1018,
Clinical: ocir_score,age,numeric,q75,51,1018,
Clinical: ocir_score,age,numeric,min,18,1018,
Clinical: ocir_score,age,numeric,max,80,1018,
Clinical: ocir_score,cape15_score,numeric,n,1017,1018,
Clinical: ocir_score,cape15_score,numeric,missing,1,1018,
Clinical: ocir_score,cape15_score,numeric,mean,22.192723697148477,1018,
Clinical: ocir_score,cape15_score,numeric,sd,7.494894991947111,1018,
Clinical: ocir_score,cape15_score,numeric,median,20,1018,
Clinical: ocir_score,cape15_score,numeric,q25,17,1018,
Clinical: ocir_score,cape15_score,numeric,q75,25,1018,
Clinical: ocir_score,cape15_score,numeric,min,15,1018,
Clinical: ocir_score,cape15_score,numeric,max,55,1018,
Clinical: ocir_score,altman_srms_score,numeric,n,1018,1018,
Clinical: ocir_score,altman_srms_score,numeric,missing,0,1018,
Clinical: ocir_score,altman_srms_score,numeric,mean,4.06188605108055,1018,
Clinical: ocir_score,altman_srms_score,numeric,sd,3.4885824698225383,1018,
Clinical: ocir_score,altman_srms_score,numeric,median,3,1018,
Clinical: ocir_score,altman_srms_score,numeric,q25,1,1018,
Clinical: ocir_score,altman_srms_score,numeric,q75,6,1018,
Clinical: ocir_score,altman_srms_score,numeric,min,0,1018,
Clinical: ocir_score,altman_srms_score,numeric,max,19,1018,
Clinical: ocir_score,isi_score,numeric,n,1017,1018,
Clinical: ocir_score,isi_score,numeric,missing,1,1018,
Clinical: ocir_score,isi_score,numeric,mean,9.933136676499508,1018,
Clinical: ocir_score,isi_score,numeric,sd,6.536651157912448,1018,
Clinical: ocir_score,isi_score,numeric,median,9,1018,
Clinical: ocir_score,isi_score,numeric,q25,5,1018,
Clinical: ocir_score,isi_score,numeric,q75,14,1018,
Clinical: ocir_score,isi_score,numeric,min,0,1018,
Clinical: ocir_score,isi_score,numeric,max,28,1018,
Clinical: ocir_score,ocir_score,numeric,n,1018,1018,
Clinical: ocir_score,ocir_score,numeric,missing,0,1018,
Clinical: ocir_score,ocir_score,numeric,mean,17.55500982318271,1018,
Clinical: ocir_score,ocir_score,numeric,sd,14.515153965459845,1018,
Clinical: ocir_score,ocir_score,numeric,median,14,1018,
Clinical: ocir_score,ocir_score,numeric,q25,5,1018,
Clinical: ocir_score,ocir_score,numeric,q75,26.75,1018,
Clinical: ocir_score,ocir_score,numeric,min,0,1018,
Clinical: ocir_score,ocir_score,numeric,max,69,1018,
Clinical: ocir_score,minispin_score,numeric,n,1016,1018,
Clinical: ocir_score,minispin_score,numeric,missing,2,1018,
Clinical: ocir_score,minispin_score,numeric,mean,5.272637795275591,1018,
Clinical: ocir_score,minispin_score,numeric,sd,3.750530908980801,1018,
Clinical: ocir_score,minispin_score,numeric,median,5,1018,
Clinical: ocir_score,minispin_score,numeric,q25,2,1018,
Clinical: ocir_score,minispin_score,numeric,q75,8,1018,
Clinical: ocir_score,minispin_score,numeric,min,0,1018,
Clinical: ocir_score,minispin_score,numeric,max,12,1018,
Clinical: ocir_score,asrs_score,numeric,n,1017,1018,
Clinical: ocir_score,asrs_score,numeric,missing,1,1018,
Clinical: ocir_score,asrs_score,numeric,mean,27.00983284169125,1018,
Clinical: ocir_score,asrs_score,numeric,sd,15.875682813500188,1018,
Clinical: ocir_score,asrs_score,numeric,median,26,1018,
Clinical: ocir_score,asrs_score,numeric,q25,15,1018,
Clinical: ocir_score,asrs_score,numeric,q75,38,1018,
Clinical: ocir_score,asrs_score,numeric,min,0,1018,
Clinical: ocir_score,asrs_score,numeric,max,72,1018,
Clinical: ocir_score,gad7_score,numeric,n,437,1018,
Clinical: ocir_score,gad7_score,numeric,missing,581,1018,
Clinical: ocir_score,gad7_score,numeric,mean,11.766590389016018,1018,
Clinical: ocir_score,gad7_score,numeric,sd,4.718252723279361,1018,
Clinical: ocir_score,gad7_score,numeric,median,12,1018,
Clinical: ocir_score,gad7_score,numeric,q25,8,1018,
Clinical: ocir_score,gad7_score,numeric,q75,15,1018,
Clinical: ocir_score,gad7_score,numeric,min,0,1018,
Clinical: ocir_score,gad7_score,numeric,max,21,1018,
Clinical: ocir_score,hamd6_score,numeric,n,392,1018,
Clinical: ocir_score,hamd6_score,numeric,missing,626,1018,
Clinical: ocir_score,hamd6_score,numeric,mean,9.821428571428571,1018,
Clinical: ocir_score,hamd6_score,numeric,sd,3.520310088643414,1018,
Clinical: ocir_score,hamd6_score,numeric,median,9,1018,
Clinical: ocir_score,hamd6_score,numeric,q25,8,1018,
Clinical: ocir_score,hamd6_score,numeric,q75,12,1018,
Clinical: ocir_score,hamd6_score,numeric,min,1,1018,
Clinical: ocir_score,hamd6_score,numeric,max,21,1018,
Clinical: ocir_score,gender_original,categorical,Man,462,1018,45.383104125736736
Clinical: ocir_score,gender_original,categorical,Missing,22,1018,2.161100196463654
Clinical: ocir_score,gender_original,categorical,Non-binary,27,1018,2.6522593320235757
Clinical: ocir_score,gender_original,categorical,Other,2,1018,0.19646365422396855
Clinical: ocir_score,gender_original,categorical,Rather not say,1,1018,0.09823182711198428
Clinical: ocir_score,gender_original,categorical,Woman,504,1018,49.50884086444008
Clinical: ocir_score,participant_ethnicity_group,categorical,Asian,60,1018,5.893909626719057
Clinical: ocir_score,participant_ethnicity_group,categorical,Black,120,1018,11.787819253438114
Clinical: ocir_score,participant_ethnicity_group,categorical,Latino,38,1018,3.732809430255403
Clinical: ocir_score,participant_ethnicity_group,categorical,Missing,23,1018,2.259332023575639
Clinical: ocir_score,participant_ethnicity_group,categorical,Mixed/multiple,47,1018,4.616895874263261
Clinical: ocir_score,participant_ethnicity_group,categorical,Multiple categories selected,47,1018,4.616895874263261
Clinical: ocir_score,participant_ethnicity_group,categorical,Other,7,1018,0.68762278978389
Clinical: ocir_score,participant_ethnicity_group,categorical,Prefer not to answer,8,1018,0.7858546168958742
Clinical: ocir_score,participant_ethnicity_group,categorical,White,668,1018,65.6188605108055
Clinical: ocir_score,education,categorical,Attended college but has not graduated,225,1018,22.10216110019646
Clinical: ocir_score,education,categorical,Attended graduate school,51,1018,5.009823182711198
Clinical: ocir_score,education,categorical,Completed master's or doctoral degree,170,1018,16.699410609037326
Clinical: ocir_score,education,categorical,Graduated college,370,1018,36.345776031434184
Clinical: ocir_score,education,categorical,Graduated high school or completed GED,162,1018,15.913555992141454
Clinical: ocir_score,education,categorical,Has not completed high school,17,1018,1.6699410609037328
Clinical: ocir_score,education,categorical,Missing,23,1018,2.259332023575639
Clinical: ocir_score,employment,categorical,Disabled,63,1018,6.18860510805501
Clinical: ocir_score,employment,categorical,Full Time,472,1018,46.36542239685658
Clinical: ocir_score,employment,categorical,Homemaker,52,1018,5.1080550098231825
Clinical: ocir_score,employment,categorical,Missing,23,1018,2.259332023575639
Clinical: ocir_score,employment,categorical,Part Time,183,1018,17.976424361493123
Clinical: ocir_score,employment,categorical,Retired (other than disability),50,1018,4.911591355599214
Clinical: ocir_score,employment,categorical,Seeking work,56,1018,5.50098231827112
Clinical: ocir_score,employment,categorical,Studying,54,1018,5.304518664047151
Clinical: ocir_score,employment,categorical,Unemployed,65,1018,6.385068762278978
Clinical: ocir_score,prior_mh_status,categorical,Missing,24,1018,2.357563850687623
Clinical: ocir_score,prior_mh_status,categorical,No prior condition reported,160,1018,15.717092337917485
Clinical: ocir_score,prior_mh_status,categorical,Prior condition reported,834,1018,81.9253438113949
Clinical: ocir_score,task_position,categorical,Position 1,353,1018,34.67583497053045
Clinical: ocir_score,task_position,categorical,Position 2,339,1018,33.30058939096267
Clinical: ocir_score,task_position,categorical,Position 3,298,1018,29.273084479371313
Clinical: ocir_score,task_position,categorical,Position 4,28,1018,2.75049115913556
Clinical: minispin_score,age,numeric,n,996,1018,
Clinical: minispin_score,age,numeric,missing,22,1018,
Clinical: minispin_score,age,numeric,mean,41.247991967871485,1018,
Clinical: minispin_score,age,numeric,sd,13.67658549999337,1018,
Clinical: minispin_score,age,numeric,median,40,1018,
Clinical: minispin_score,age,numeric,q25,30.75,1018,
Clinical: minispin_score,age,numeric,q75,51,1018,
Clinical: minispin_score,age,numeric,min,18,1018,
Clinical: minispin_score,age,numeric,max,80,1018,
Clinical: minispin_score,cape15_score,numeric,n,1017,1018,
Clinical: minispin_score,cape15_score,numeric,missing,1,1018,
Clinical: minispin_score,cape15_score,numeric,mean,22.17502458210423,1018,
Clinical: minispin_score,cape15_score,numeric,sd,7.452662000261594,1018,
Clinical: minispin_score,cape15_score,numeric,median,20,1018,
Clinical: minispin_score,cape15_score,numeric,q25,17,1018,
Clinical: minispin_score,cape15_score,numeric,q75,25,1018,
Clinical: minispin_score,cape15_score,numeric,min,15,1018,
Clinical: minispin_score,cape15_score,numeric,max,55,1018,
Clinical: minispin_score,altman_srms_score,numeric,n,1018,1018,
Clinical: minispin_score,altman_srms_score,numeric,missing,0,1018,
Clinical: minispin_score,altman_srms_score,numeric,mean,4.056974459724951,1018,
Clinical: minispin_score,altman_srms_score,numeric,sd,3.483730338462895,1018,
Clinical: minispin_score,altman_srms_score,numeric,median,3,1018,
Clinical: minispin_score,altman_srms_score,numeric,q25,1,1018,
Clinical: minispin_score,altman_srms_score,numeric,q75,6,1018,
Clinical: minispin_score,altman_srms_score,numeric,min,0,1018,
Clinical: minispin_score,altman_srms_score,numeric,max,19,1018,
Clinical: minispin_score,isi_score,numeric,n,1017,1018,
Clinical: minispin_score,isi_score,numeric,missing,1,1018,
Clinical: minispin_score,isi_score,numeric,mean,9.934119960668633,1018,
Clinical: minispin_score,isi_score,numeric,sd,6.5421547984479185,1018,
Clinical: minispin_score,isi_score,numeric,median,9,1018,
Clinical: minispin_score,isi_score,numeric,q25,5,1018,
Clinical: minispin_score,isi_score,numeric,q75,14,1018,
Clinical: minispin_score,isi_score,numeric,min,0,1018,
Clinical: minispin_score,isi_score,numeric,max,28,1018,
Clinical: minispin_score,ocir_score,numeric,n,1016,1018,
Clinical: minispin_score,ocir_score,numeric,missing,2,1018,
Clinical: minispin_score,ocir_score,numeric,mean,17.52263779527559,1018,
Clinical: minispin_score,ocir_score,numeric,sd,14.491427033549128,1018,
Clinical: minispin_score,ocir_score,numeric,median,14,1018,
Clinical: minispin_score,ocir_score,numeric,q25,5,1018,
Clinical: minispin_score,ocir_score,numeric,q75,26.25,1018,
Clinical: minispin_score,ocir_score,numeric,min,0,1018,
Clinical: minispin_score,ocir_score,numeric,max,69,1018,
Clinical: minispin_score,minispin_score,numeric,n,1018,1018,
Clinical: minispin_score,minispin_score,numeric,missing,0,1018,
Clinical: minispin_score,minispin_score,numeric,mean,5.274066797642436,1018,
Clinical: minispin_score,minispin_score,numeric,sd,3.746979821293109,1018,
Clinical: minispin_score,minispin_score,numeric,median,5,1018,
Clinical: minispin_score,minispin_score,numeric,q25,2,1018,
Clinical: minispin_score,minispin_score,numeric,q75,8,1018,
Clinical: minispin_score,minispin_score,numeric,min,0,1018,
Clinical: minispin_score,minispin_score,numeric,max,12,1018,
Clinical: minispin_score,asrs_score,numeric,n,1017,1018,
Clinical: minispin_score,asrs_score,numeric,missing,1,1018,
Clinical: minispin_score,asrs_score,numeric,mean,27.03638151425762,1018,
Clinical: minispin_score,asrs_score,numeric,sd,15.895935382883993,1018,
Clinical: minispin_score,asrs_score,numeric,median,26,1018,
Clinical: minispin_score,asrs_score,numeric,q25,15,1018,
Clinical: minispin_score,asrs_score,numeric,q75,38,1018,
Clinical: minispin_score,asrs_score,numeric,min,0,1018,
Clinical: minispin_score,asrs_score,numeric,max,72,1018,
Clinical: minispin_score,gad7_score,numeric,n,437,1018,
Clinical: minispin_score,gad7_score,numeric,missing,581,1018,
Clinical: minispin_score,gad7_score,numeric,mean,11.782608695652174,1018,
Clinical: minispin_score,gad7_score,numeric,sd,4.713913581356049,1018,
Clinical: minispin_score,gad7_score,numeric,median,12,1018,
Clinical: minispin_score,gad7_score,numeric,q25,8,1018,
Clinical: minispin_score,gad7_score,numeric,q75,15,1018,
Clinical: minispin_score,gad7_score,numeric,min,0,1018,
Clinical: minispin_score,gad7_score,numeric,max,21,1018,
Clinical: minispin_score,hamd6_score,numeric,n,391,1018,
Clinical: minispin_score,hamd6_score,numeric,missing,627,1018,
Clinical: minispin_score,hamd6_score,numeric,mean,9.828644501278772,1018,
Clinical: minispin_score,hamd6_score,numeric,sd,3.5262819751359085,1018,
Clinical: minispin_score,hamd6_score,numeric,median,9,1018,
Clinical: minispin_score,hamd6_score,numeric,q25,8,1018,
Clinical: minispin_score,hamd6_score,numeric,q75,12,1018,
Clinical: minispin_score,hamd6_score,numeric,min,1,1018,
Clinical: minispin_score,hamd6_score,numeric,max,21,1018,
Clinical: minispin_score,gender_original,categorical,Man,461,1018,45.284872298624755
Clinical: minispin_score,gender_original,categorical,Missing,22,1018,2.161100196463654
Clinical: minispin_score,gender_original,categorical,Non-binary,27,1018,2.6522593320235757
Clinical: minispin_score,gender_original,categorical,Other,2,1018,0.19646365422396855
Clinical: minispin_score,gender_original,categorical,Rather not say,1,1018,0.09823182711198428
Clinical: minispin_score,gender_original,categorical,Woman,505,1018,49.60707269155206
Clinical: minispin_score,participant_ethnicity_group,categorical,Asian,60,1018,5.893909626719057
Clinical: minispin_score,participant_ethnicity_group,categorical,Black,120,1018,11.787819253438114
Clinical: minispin_score,participant_ethnicity_group,categorical,Latino,38,1018,3.732809430255403
Clinical: minispin_score,participant_ethnicity_group,categorical,Missing,23,1018,2.259332023575639
Clinical: minispin_score,participant_ethnicity_group,categorical,Mixed/multiple,47,1018,4.616895874263261
Clinical: minispin_score,participant_ethnicity_group,categorical,Multiple categories selected,47,1018,4.616895874263261
Clinical: minispin_score,participant_ethnicity_group,categorical,Other,7,1018,0.68762278978389
Clinical: minispin_score,participant_ethnicity_group,categorical,Prefer not to answer,8,1018,0.7858546168958742
Clinical: minispin_score,participant_ethnicity_group,categorical,White,668,1018,65.6188605108055
Clinical: minispin_score,education,categorical,Attended college but has not graduated,225,1018,22.10216110019646
Clinical: minispin_score,education,categorical,Attended graduate school,52,1018,5.1080550098231825
Clinical: minispin_score,education,categorical,Completed master's or doctoral degree,169,1018,16.601178781925345
Clinical: minispin_score,education,categorical,Graduated college,370,1018,36.345776031434184
Clinical: minispin_score,education,categorical,Graduated high school or completed GED,162,1018,15.913555992141454
Clinical: minispin_score,education,categorical,Has not completed high school,17,1018,1.6699410609037328
Clinical: minispin_score,education,categorical,Missing,23,1018,2.259332023575639
Clinical: minispin_score,employment,categorical,Disabled,64,1018,6.286836935166994
Clinical: minispin_score,employment,categorical,Full Time,472,1018,46.36542239685658
Clinical: minispin_score,employment,categorical,Homemaker,52,1018,5.1080550098231825
Clinical: minispin_score,employment,categorical,Missing,23,1018,2.259332023575639
Clinical: minispin_score,employment,categorical,Part Time,182,1018,17.87819253438114
Clinical: minispin_score,employment,categorical,Retired (other than disability),50,1018,4.911591355599214
Clinical: minispin_score,employment,categorical,Seeking work,56,1018,5.50098231827112
Clinical: minispin_score,employment,categorical,Studying,54,1018,5.304518664047151
Clinical: minispin_score,employment,categorical,Unemployed,65,1018,6.385068762278978
Clinical: minispin_score,prior_mh_status,categorical,Missing,24,1018,2.357563850687623
Clinical: minispin_score,prior_mh_status,categorical,No prior condition reported,160,1018,15.717092337917485
Clinical: minispin_score,prior_mh_status,categorical,Prior condition reported,834,1018,81.9253438113949
Clinical: minispin_score,task_position,categorical,Position 1,353,1018,34.67583497053045
Clinical: minispin_score,task_position,categorical,Position 2,340,1018,33.39882121807465
Clinical: minispin_score,task_position,categorical,Position 3,296,1018,29.076620825147348
Clinical: minispin_score,task_position,categorical,Position 4,29,1018,2.848722986247544
Clinical: asrs_score,age,numeric,n,997,1019,
Clinical: asrs_score,age,numeric,missing,22,1019,
Clinical: asrs_score,age,numeric,mean,41.246740220661984,1019,
Clinical: asrs_score,age,numeric,sd,13.669775159723246,1019,
Clinical: asrs_score,age,numeric,median,40,1019,
Clinical: asrs_score,age,numeric,q25,31,1019,
Clinical: asrs_score,age,numeric,q75,51,1019,
Clinical: asrs_score,age,numeric,min,18,1019,
Clinical: asrs_score,age,numeric,max,80,1019,
Clinical: asrs_score,cape15_score,numeric,n,1018,1019,
Clinical: asrs_score,cape15_score,numeric,missing,1,1019,
Clinical: asrs_score,cape15_score,numeric,mean,22.18271119842829,1019,
Clinical: asrs_score,cape15_score,numeric,sd,7.483053007809819,1019,
Clinical: asrs_score,cape15_score,numeric,median,20,1019,
Clinical: asrs_score,cape15_score,numeric,q25,17,1019,
Clinical: asrs_score,cape15_score,numeric,q75,25,1019,
Clinical: asrs_score,cape15_score,numeric,min,15,1019,
Clinical: asrs_score,cape15_score,numeric,max,55,1019,
Clinical: asrs_score,altman_srms_score,numeric,n,1019,1019,
Clinical: asrs_score,altman_srms_score,numeric,missing,0,1019,
Clinical: asrs_score,altman_srms_score,numeric,mean,4.055937193326791,1019,
Clinical: asrs_score,altman_srms_score,numeric,sd,3.488095328064078,1019,
Clinical: asrs_score,altman_srms_score,numeric,median,3,1019,
Clinical: asrs_score,altman_srms_score,numeric,q25,1,1019,
Clinical: asrs_score,altman_srms_score,numeric,q75,6,1019,
Clinical: asrs_score,altman_srms_score,numeric,min,0,1019,
Clinical: asrs_score,altman_srms_score,numeric,max,19,1019,
Clinical: asrs_score,isi_score,numeric,n,1019,1019,
Clinical: asrs_score,isi_score,numeric,missing,0,1019,
Clinical: asrs_score,isi_score,numeric,mean,9.944062806673209,1019,
Clinical: asrs_score,isi_score,numeric,sd,6.543327828911031,1019,
Clinical: asrs_score,isi_score,numeric,median,9,1019,
Clinical: asrs_score,isi_score,numeric,q25,5,1019,
Clinical: asrs_score,isi_score,numeric,q75,14,1019,
Clinical: asrs_score,isi_score,numeric,min,0,1019,
Clinical: asrs_score,isi_score,numeric,max,28,1019,
Clinical: asrs_score,ocir_score,numeric,n,1017,1019,
Clinical: asrs_score,ocir_score,numeric,missing,2,1019,
Clinical: asrs_score,ocir_score,numeric,mean,17.534906588003935,1019,
Clinical: asrs_score,ocir_score,numeric,sd,14.508109693073926,1019,
Clinical: asrs_score,ocir_score,numeric,median,14,1019,
Clinical: asrs_score,ocir_score,numeric,q25,5,1019,
Clinical: asrs_score,ocir_score,numeric,q75,26,1019,
Clinical: asrs_score,ocir_score,numeric,min,0,1019,
Clinical: asrs_score,ocir_score,numeric,max,69,1019,
Clinical: asrs_score,minispin_score,numeric,n,1017,1019,
Clinical: asrs_score,minispin_score,numeric,missing,2,1019,
Clinical: asrs_score,minispin_score,numeric,mean,5.274336283185841,1019,
Clinical: asrs_score,minispin_score,numeric,sd,3.7488134838117264,1019,
Clinical: asrs_score,minispin_score,numeric,median,5,1019,
Clinical: asrs_score,minispin_score,numeric,q25,2,1019,
Clinical: asrs_score,minispin_score,numeric,q75,8,1019,
Clinical: asrs_score,minispin_score,numeric,min,0,1019,
Clinical: asrs_score,minispin_score,numeric,max,12,1019,
Clinical: asrs_score,asrs_score,numeric,n,1019,1019,
Clinical: asrs_score,asrs_score,numeric,missing,0,1019,
Clinical: asrs_score,asrs_score,numeric,mean,27.048086359175663,1019,
Clinical: asrs_score,asrs_score,numeric,sd,15.900372651611605,1019,
Clinical: asrs_score,asrs_score,numeric,median,26,1019,
Clinical: asrs_score,asrs_score,numeric,q25,15,1019,
Clinical: asrs_score,asrs_score,numeric,q75,38,1019,
Clinical: asrs_score,asrs_score,numeric,min,0,1019,
Clinical: asrs_score,asrs_score,numeric,max,72,1019,
Clinical: asrs_score,gad7_score,numeric,n,437,1019,
Clinical: asrs_score,gad7_score,numeric,missing,582,1019,
Clinical: asrs_score,gad7_score,numeric,mean,11.77345537757437,1019,
Clinical: asrs_score,gad7_score,numeric,sd,4.71931714524305,1019,
Clinical: asrs_score,gad7_score,numeric,median,12,1019,
Clinical: asrs_score,gad7_score,numeric,q25,8,1019,
Clinical: asrs_score,gad7_score,numeric,q75,15,1019,
Clinical: asrs_score,gad7_score,numeric,min,0,1019,
Clinical: asrs_score,gad7_score,numeric,max,21,1019,
Clinical: asrs_score,hamd6_score,numeric,n,393,1019,
Clinical: asrs_score,hamd6_score,numeric,missing,626,1019,
Clinical: asrs_score,hamd6_score,numeric,mean,9.8269720101781175,1019,
Clinical: asrs_score,hamd6_score,numeric,sd,3.5175341028952225,1019,
Clinical: asrs_score,hamd6_score,numeric,median,9,1019,
Clinical: asrs_score,hamd6_score,numeric,q25,8,1019,
Clinical: asrs_score,hamd6_score,numeric,q75,12,1019,
Clinical: asrs_score,hamd6_score,numeric,min,1,1019,
Clinical: asrs_score,hamd6_score,numeric,max,21,1019,
Clinical: asrs_score,gender_original,categorical,Man,461,1019,45.24043179587831
Clinical: asrs_score,gender_original,categorical,Missing,22,1019,2.1589793915603535
Clinical: asrs_score,gender_original,categorical,Non-binary,27,1019,2.649656526005888
Clinical: asrs_score,gender_original,categorical,Other,2,1019,0.19627085377821393
Clinical: asrs_score,gender_original,categorical,Rather not say,1,1019,0.09813542688910697
Clinical: asrs_score,gender_original,categorical,Woman,506,1019,49.656526005888125
Clinical: asrs_score,participant_ethnicity_group,categorical,Asian,61,1019,5.986261040235525
Clinical: asrs_score,participant_ethnicity_group,categorical,Black,119,1019,11.678115799803729
Clinical: asrs_score,participant_ethnicity_group,categorical,Latino,38,1019,3.729146221786065
Clinical: asrs_score,participant_ethnicity_group,categorical,Missing,23,1019,2.2571148184494603
Clinical: asrs_score,participant_ethnicity_group,categorical,Mixed/multiple,47,1019,4.612365063788027
Clinical: asrs_score,participant_ethnicity_group,categorical,Multiple categories selected,47,1019,4.612365063788027
Clinical: asrs_score,participant_ethnicity_group,categorical,Other,7,1019,0.6869479882237487
Clinical: asrs_score,participant_ethnicity_group,categorical,Prefer not to answer,8,1019,0.7850834151128557
Clinical: asrs_score,participant_ethnicity_group,categorical,White,669,1019,65.65260058881256
Clinical: asrs_score,education,categorical,Attended college but has not graduated,225,1019,22.080471050049066
Clinical: asrs_score,education,categorical,Attended graduate school,52,1019,5.103042198233562
Clinical: asrs_score,education,categorical,Completed master's or doctoral degree,169,1019,16.584887144259078
Clinical: asrs_score,education,categorical,Graduated college,371,1019,36.40824337585868
Clinical: asrs_score,education,categorical,Graduated high school or completed GED,162,1019,15.89793915603533
Clinical: asrs_score,education,categorical,Has not completed high school,17,1019,1.6683022571148183
Clinical: asrs_score,education,categorical,Missing,23,1019,2.2571148184494603
Clinical: asrs_score,employment,categorical,Disabled,64,1019,6.280667320902846
Clinical: asrs_score,employment,categorical,Full Time,472,1019,46.31992149165849
Clinical: asrs_score,employment,categorical,Homemaker,52,1019,5.103042198233562
Clinical: asrs_score,employment,categorical,Missing,23,1019,2.2571148184494603
Clinical: asrs_score,employment,categorical,Part Time,183,1019,17.958783120706574
Clinical: asrs_score,employment,categorical,Retired (other than disability),50,1019,4.906771344455349
Clinical: asrs_score,employment,categorical,Seeking work,56,1019,5.49558390578999
Clinical: asrs_score,employment,categorical,Studying,54,1019,5.299313052011776
Clinical: asrs_score,employment,categorical,Unemployed,65,1019,6.378802747791953
Clinical: asrs_score,prior_mh_status,categorical,Missing,24,1019,2.355250245338567
Clinical: asrs_score,prior_mh_status,categorical,No prior condition reported,159,1019,15.603532875368009
Clinical: asrs_score,prior_mh_status,categorical,Prior condition reported,836,1019,82.04121687929342
Clinical: asrs_score,task_position,categorical,Position 1,352,1019,34.543670264965655
Clinical: asrs_score,task_position,categorical,Position 2,340,1019,33.36604514229637
Clinical: asrs_score,task_position,categorical,Position 3,298,1019,29.244357212953876
Clinical: asrs_score,task_position,categorical,Position 4,29,1019,2.845927379784102
Clinical: gad7_score,age,numeric,n,444,444,
Clinical: gad7_score,age,numeric,missing,0,444,
Clinical: gad7_score,age,numeric,mean,39.15765765765766,444,
Clinical: gad7_score,age,numeric,sd,12.39174012780096,444,
Clinical: gad7_score,age,numeric,median,38,444,
Clinical: gad7_score,age,numeric,q25,30,444,
Clinical: gad7_score,age,numeric,q75,48,444,
Clinical: gad7_score,age,numeric,min,18,444,
Clinical: gad7_score,age,numeric,max,78,444,
Clinical: gad7_score,cape15_score,numeric,n,438,444,
