metric,participant_ethnicity_group,stimulus_set,n_participants,mean,sd,median,q25,q75,min,max
correct_rt_common_mean_sec,Prefer not to answer,All-stimuli,7,2.8576555907850265,0.5947009839039946,2.5918981132075474,2.3880134139784945,3.2665418621700884,2.3316595744680852,3.770920895522388
correct_rt_common_mean_sec,Prefer not to answer,FACES,7,3.0210688568451918,0.7788695912673286,2.769625,2.4016909199522103,3.5590703781512607,2.237003846153846,4.219330555555556
correct_rt_common_mean_sec,White,AI-diverse,671,2.5969471363859933,0.8301908546602504,2.4152708333333335,1.9851589285714286,2.9831670370370373,1.1754125,6.7747633333333335
correct_rt_common_mean_sec,White,AI-non-white,672,2.610943854208551,0.8663066121931288,2.4294479166666667,1.9775535714285715,3.0107145,1.1092307692307692,7.553358620689656
correct_rt_common_mean_sec,White,AI-white,670,2.5498790718566746,1.0127639899705148,2.2865348484848482,1.9062508547008548,2.894117142857143,1.154830769230769,9.539211111111111
correct_rt_common_mean_sec,White,All-stimuli,672,2.7538181309686505,0.8062155494282071,2.583681473214286,2.144631696428571,3.162790295031056,1.2144689655172414,6.709105172413793
correct_rt_common_mean_sec,White,FACES,673,2.9064080088530804,0.884553179220753,2.747172,2.240473529411765,3.38067,1.0696166666666669,7.957709677419355
correct_rt_common_mean_sec,,AI-diverse,33,2.8289965841858855,0.9366395685887742,2.5167058823529413,2.1974135135135135,3.4085428571428573,1.7215185185185184,6.61055
correct_rt_common_mean_sec,,AI-non-white,36,2.875229783048999,0.9692536375555795,2.7923639285714286,2.150031176470588,3.3720597222222226,1.6932380952380952,6.537325
correct_rt_common_mean_sec,,AI-white,34,2.8614884573677957,1.1874300641806523,2.630219886363636,2.1894303571428573,3.117836111111111,1.600666666666667,6.805816666666667
correct_rt_common_mean_sec,,All-stimuli,34,2.927748780512705,0.9605953915080582,2.7923078891257997,2.2387315651260504,3.433156865942029,1.7886865671641792,6.492276470588235
correct_rt_common_mean_sec,,FACES,35,3.0480241288906234,1.1140202950467948,2.6881794117647058,2.1937427083333336,3.522679761904762,1.7837567567567567,6.402551724137931
