participant_id,trial_number,row_in_file,source,trial_stratum,target_emotion,response_emotion,correct,rt_sec,stimulus_id,face_age,face_gender,face_ethnicity,face_style,stimulus_variant,common_emotion,valid_trial_number,valid_source,valid_target,valid_stimulus_metadata,duplicate_trial_number,trial_number_occurrence,accuracy_included,rt_in_bounds,rt_included,task_position,gender_binary,participant_ethnicity_group,participant_white_status,face_white_status,gender_congruence,white_status_congruence,exact_ethnicity_congruence
participant_0197,58,58,FACES,FACES,happy,happy,TRUE,1.9863,S229,young,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,59,59,AI,AI-white,happy,happy,TRUE,1.4009,S039,middle,man,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Same gender,Congruent,Exact match
participant_0197,60,60,AI,AI-non-white,neutral,neutral,TRUE,2.2771999999999997,S138,young,man,indian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0197,61,61,AI,AI-non-white,anger,disgust,FALSE,2.8065,S057,middle,woman,indian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 3,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0197,62,62,FACES,FACES,sad,fear,FALSE,2.9815,S221,young,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 3,Man,White,White,White,Same gender,Congruent,Exact match
participant_0197,63,63,AI,AI-non-white,neutral,neutral,TRUE,2.8141,S117,old,woman,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0197,64,64,FACES,FACES,anger,anger,TRUE,2.1099,S163,middle,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Same gender,Congruent,Exact match
participant_0197,65,65,AI,AI-white,happy,happy,TRUE,1.5825,S144,young,man,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Same gender,Congruent,Exact match
participant_0197,66,66,AI,AI-white,disgust,disgust,TRUE,2.0452,S121,old,woman,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,67,67,AI,AI-non-white,sad,sad,TRUE,1.7094,S006,middle,man,asian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0197,68,68,FACES,FACES,sad,fear,FALSE,4.5042,S220,young,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 3,Man,White,White,White,Same gender,Congruent,Exact match
participant_0197,69,69,FACES,FACES,anger,anger,TRUE,2.2485999999999997,S198,old,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,70,70,FACES,FACES,happy,happy,TRUE,2.1291,S180,middle,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,71,71,AI,AI-non-white,surprise,surprise,TRUE,1.6610999999999998,S056,middle,woman,black,dark,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0197,72,72,AI,AI-white,neutral,neutral,TRUE,1.7081,S124,old,woman,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,73,73,FACES,FACES,happy,happy,TRUE,2.0107,S181,middle,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,74,74,FACES,FACES,happy,happy,TRUE,1.2884,S229,young,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,75,75,AI,AI-non-white,anger,disgust,FALSE,1.8679,S134,young,man,indian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 3,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0197,76,76,FACES,FACES,sad,surprise,FALSE,2.5329,S185,middle,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,77,77,AI,AI-non-white,sad,sad,TRUE,1.9179,S111,old,woman,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0197,78,78,FACES,FACES,happy,neutral,FALSE,2.3206,S181,middle,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0197,79,79,AI,AI-non-white,happy,happy,TRUE,2.8297,S109,old,woman,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0197,80,80,FACES,FACES,neutral,fear,FALSE,2.9397,S182,middle,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 3,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,1,1,AI,AI-white,anger,anger,TRUE,6.3159,S099,old,man,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,2,2,AI,AI-white,disgust,disgust,TRUE,1.9852,S121,old,woman,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,3,3,AI,AI-non-white,neutral,sad,FALSE,6.5442,S012,middle,man,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,4,4,AI,AI-non-white,neutral,neutral,TRUE,3.1656,S096,old,man,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,5,5,AI,AI-non-white,anger,anger,TRUE,1.869,S092,old,man,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,6,6,AI,AI-non-white,anger,anger,TRUE,1.4705,S085,old,man,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,7,7,FACES,FACES,sad,sad,TRUE,4.8452,S232,young,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,8,8,AI,AI-non-white,sad,sad,TRUE,2.1626,S118,old,woman,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,9,9,FACES,FACES,fear,fear,TRUE,3.7829,S203,old,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,10,10,AI,AI-non-white,disgust,disgust,TRUE,6.5137,S051,middle,woman,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,11,11,FACES,FACES,sad,disgust,FALSE,9.1125,S208,old,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,12,12,FACES,FACES,anger,anger,TRUE,3.6305,S198,old,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,13,13,AI,AI-white,surprise,surprise,TRUE,2.7491,S042,middle,man,white,dark,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,14,14,FACES,FACES,fear,surprise,FALSE,2.5914,S190,old,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,15,15,FACES,FACES,anger,anger,TRUE,7.1133999999999995,S199,old,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,16,16,FACES,FACES,sad,sad,TRUE,2.1279,S173,middle,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,17,17,AI,AI-non-white,surprise,surprise,TRUE,1.9262,S007,middle,man,asian,dark,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,18,18,FACES,FACES,disgust,disgust,TRUE,6.3884,S201,old,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,19,19,AI,AI-white,surprise,surprise,TRUE,2.1001999999999996,S126,old,woman,white,dark,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,20,20,FACES,FACES,disgust,disgust,TRUE,4.5793,S176,middle,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,21,21,FACES,FACES,neutral,neutral,TRUE,2.8472,S194,old,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,22,22,AI,AI-white,fear,fear,TRUE,2.7269,S080,middle,woman,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,23,23,FACES,FACES,disgust,disgust,TRUE,1.9259,S212,young,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,24,24,AI,AI-non-white,neutral,neutral,TRUE,2.1796,S068,middle,woman,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,25,25,AI,AI-non-white,disgust,anger,FALSE,3.9544,S023,middle,man,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,26,26,FACES,FACES,anger,sad,FALSE,4.1929,S174,middle,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,27,27,FACES,FACES,sad,sad,TRUE,1.5234,S221,young,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,28,28,AI,AI-non-white,disgust,disgust,TRUE,2.3691,S149,young,woman,asian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,29,29,AI,AI-non-white,disgust,disgust,TRUE,8.1712,S009,middle,man,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,30,30,FACES,FACES,disgust,disgust,TRUE,2.4344,S213,young,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,31,31,FACES,FACES,happy,happy,TRUE,1.7987,S205,old,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,32,32,AI,AI-non-white,anger,anger,TRUE,3.4795,S106,old,woman,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,33,33,FACES,FACES,disgust,sad,FALSE,2.4416,S164,middle,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,34,34,AI,AI-non-white,surprise,surprise,TRUE,1.7211,S049,middle,woman,asian,dark,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,35,35,AI,AI-non-white,neutral,neutral,TRUE,3.8991,S110,old,woman,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,36,36,AI,AI-white,sad,sad,TRUE,1.3649,S034,middle,man,white,blond,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,37,37,AI,AI-white,happy,happy,TRUE,1.6258,S039,middle,man,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,38,38,FACES,FACES,sad,sad,TRUE,3.5365,S184,middle,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,39,39,AI,AI-white,surprise,surprise,TRUE,1.1118,S035,middle,man,white,blond,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,40,40,AI,AI-non-white,disgust,disgust,TRUE,4.0498,S107,old,woman,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,41,41,FACES,FACES,neutral,neutral,TRUE,2.5182,S219,young,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,42,42,AI,AI-non-white,fear,fear,TRUE,2.0429,S017,middle,man,indian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,43,43,FACES,FACES,anger,anger,TRUE,2.5953000000000004,S162,middle,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,44,44,FACES,FACES,fear,fear,TRUE,3.1158,S214,young,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,45,45,FACES,FACES,happy,happy,TRUE,1.5349000000000002,S204,old,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,46,46,FACES,FACES,fear,surprise,FALSE,2.243,S191,old,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,47,47,AI,AI-non-white,sad,sad,TRUE,1.5544,S062,middle,woman,indian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,48,48,FACES,FACES,sad,sad,TRUE,1.7378,S196,old,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,49,49,FACES,FACES,disgust,disgust,TRUE,2.3959,S165,middle,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,50,50,FACES,FACES,happy,happy,TRUE,1.3871,S169,middle,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,51,51,AI,AI-non-white,happy,happy,TRUE,1.6172,S095,old,man,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,52,52,AI,AI-non-white,disgust,disgust,TRUE,3.271,S093,old,man,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,53,53,AI,AI-non-white,fear,fear,TRUE,1.8086,S045,middle,woman,asian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,54,54,FACES,FACES,happy,happy,TRUE,1.4833,S181,middle,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,55,55,FACES,FACES,neutral,neutral,TRUE,1.6302,S207,old,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,56,56,AI,AI-non-white,surprise,surprise,TRUE,2.2595,S161,young,woman,indian,dark,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,57,57,FACES,FACES,sad,fear,FALSE,4.6146,S185,middle,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,58,58,AI,AI-white,disgust,disgust,TRUE,1.6822,S142,young,man,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,59,59,AI,AI-non-white,surprise,surprise,TRUE,1.375,S028,middle,man,latin,dark,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,60,60,FACES,FACES,anger,anger,TRUE,2.1774,S210,young,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,61,61,AI,AI-white,surprise,surprise,TRUE,1.5662,S105,old,man,white,dark,a,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,62,62,FACES,FACES,disgust,disgust,TRUE,4.9495,S200,old,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,63,63,AI,AI-non-white,neutral,neutral,TRUE,1.4247999999999998,S054,middle,woman,black,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,64,64,AI,AI-non-white,disgust,disgust,TRUE,2.112,S128,young,man,asian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,65,65,FACES,FACES,anger,anger,TRUE,2.1635,S223,young,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,66,66,AI,AI-non-white,disgust,disgust,TRUE,1.8043,S065,middle,woman,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,67,67,AI,AI-white,sad,sad,TRUE,1.8597,S076,middle,woman,white,blond,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,68,68,FACES,FACES,happy,happy,TRUE,1.4198,S228,young,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,69,69,AI,AI-non-white,anger,anger,TRUE,2.2339,S155,young,woman,indian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Different gender,Incongruent,Different category
participant_0198,70,70,AI,AI-non-white,neutral,neutral,TRUE,1.707,S019,middle,man,indian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,71,71,FACES,FACES,anger,anger,TRUE,3.7126,S187,old,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,72,72,FACES,FACES,disgust,disgust,TRUE,1.965,S189,old,man,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,73,73,AI,AI-white,anger,anger,TRUE,1.8896,S071,middle,woman,white,blond,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,74,74,AI,AI-non-white,neutral,sad,FALSE,2.4120999999999997,S131,young,man,asian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,75,75,AI,AI-white,neutral,neutral,TRUE,1.3742,S103,old,man,white,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,76,76,AI,AI-non-white,disgust,disgust,TRUE,1.6683,S002,middle,man,asian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,Non-white,Same gender,Incongruent,Different category
participant_0198,77,77,AI,AI-white,disgust,disgust,TRUE,1.3337,S030,middle,man,white,blond,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,78,78,FACES,FACES,sad,sad,TRUE,3.0736999999999997,S172,middle,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Same gender,Congruent,Exact match
participant_0198,79,79,FACES,FACES,neutral,neutral,TRUE,1.8587,S183,middle,woman,white,mixed,b,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0198,80,80,FACES,FACES,fear,surprise,FALSE,1.5452,S178,middle,woman,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 1,Man,White,White,White,Different gender,Congruent,Exact match
participant_0199,1,1,FACES,FACES,anger,anger,TRUE,6.557300000000001,S210,young,man,white,mixed,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Woman,Black,Non-white,White,Different gender,Incongruent,Different category
participant_0199,2,2,AI,AI-non-white,fear,fear,TRUE,5.878100000000001,S003,middle,man,asian,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,TRUE,Position 3,Woman,Black,Non-white,Non-white,Different gender,Congruent,Different category
participant_0199,3,3,AI,AI-non-white,fear,surprise,FALSE,6.4882,S024,middle,man,latin,dark,a,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,Position 3,Woman,Black,Non-white,Non-white,Different gender,Congruent,Different category
